"","economy","year","wanted_fertility_rate","adolescent_fertility_rate","labor_force_basic_education_male_percent","labor_force_basic_education_female_percent","labor_force_advanced_education_male_percent","labor_force_advanced_education_female_percent","education_expenditure","labor_force_intermediate_education_male_percent","labor_force_intermediate_education_total_percent","family_planning_demand","gender_equality_rating","literacy_rate_15_to_24","school_enrollment_primary","school_enrollment_primary_and_secondary","school_enrollment_secondary","school_enrollment_tertiary","death_by_infectious_disease_or_maternal_conditions","prop_ppl_below_50_med_income","income_share_low_10_percent","income_share_low_20_percent","mean_income_per_cap_bottom_40_percent","prop_spending_more_10_percent_healthcare_oop","prop_spending_more_25_percent_healthcare_oop","net_income_growth_per_cap","percent_pregnant_receiving_prenatal_care","health_expenditure_per_capita","women_3_decisions","informed_repro_health","HCI","percent_female_pop","population_total","gdp_capita_growth","birth_rate","secondary_education_count","secondary_education_percent_F","secondary_education_percent_M","infant_mortality_rate","neonatal_mortality_rate","gdp","female_primary_age_oo_school","female_primary_age_oo_school.1","female_below_min_reading_proficiency","gross_intake_ratio_first_grade_F","primary_school_completion_rate_F","lower_secondary_completion_rate_F"
"627","SVK",2021,NA,25.872,20.988,13.159,77.907,78.932,4.12542096576481,71.458,64.65,NA,NA,NA,NA,NA,NA,1.32247996330261,NA,9.9,3.4,9.1,NA,NA,NA,2.63150392323794,NA,2924.74365874287,NA,NA,NA,51.1601377169189,5447247,5.92429352911894,10.4,449955,NA,NA,5,3,120560912620.599,15.8303298950195,4.30499982833862,5.6923508644104,NA,92.6529693603516,82.5374374389648
"628","SVK",2022,NA,24.543,24.282,14.69,79.832,79.266,NA,71.057,64.756,NA,NA,NA,NA,NA,NA,1.33210003376007,NA,10.8,2.8,8.4,NA,NA,NA,NA,NA,3168.87107684495,NA,NA,NA,51.1680561046964,5431752,0.723874225291368,9.7,457326,NA,NA,5,3,115884262197.697,NA,2.78123998641968,NA,NA,96.6477279663086,81.2157211303711
"629","SVN",2018,NA,4.039,37.941,20.021,79.476,80.512,4.59316722470833,66.137,61.288,NA,NA,NA,1.00137996673584,1.01336002349854,1.02427005767822,1.31119000911713,NA,5.3,4.2,10.1,29.46,3.69,0.31,5.12373684477832,NA,3236.61402075633,NA,NA,0.813600242137909,50.1802868353403,2073894,4.00130649890984,9.4,147003,NA,NA,2,1.4,53689067639.9176,NA,1.45631003379822,NA,NA,98.6363220214844,97.1084899902344
"630","SVN",2019,NA,4.318,33.991,18.658,79.56,81.158,4.63509904774228,65.387,60.076,NA,NA,NA,0.99838000535965,1.00929999351501,1.01936995983124,1.33654999732971,2.65495639467145,5.6,4.2,10.1,NA,NA,NA,3.42940931910726,NA,3642.58734890772,NA,NA,NA,49.9509704867769,2088385,2.78704541391961,9.3,146647,NA,NA,2,1.4,53909922735.545,NA,1.25428998470306,NA,NA,97.2948913574219,95.4476089477539
"631","SVN",2020,NA,4.056,30.468,16.967,79.014,81.066,4.63509904774228,64.072,58.792,NA,NA,NA,0.998000025749207,1.00721001625061,1.01568996906281,1.34552001953125,NA,5.4,4.2,10.3,NA,NA,NA,-4.97771785893931,NA,3976.05047184126,NA,NA,0.802693843841553,49.8256295126568,2102419,-4.72524968037921,8.9,147825,NA,NA,1.9,1.4,53384760135.1581,NA,1.01414000988007,NA,NA,97.4262084960938,95.4989166259766
"632","SVN",2021,NA,3.83,30.56,16.454,78.573,79.888,4.63509904774228,63.693,57.848,NA,NA,NA,NA,NA,NA,1.35020005702972,NA,5.4,4.2,10.2,NA,NA,NA,6.84742247616568,NA,4406.78229977266,NA,NA,NA,49.815968336807,2108079,8.09863524522004,9,150294,NA,NA,1.9,1.3,61529280461.092,NA,1.45297002792358,NA,NA,97.7730712890625,97.0491104125977
"633","SVN",2022,NA,3.525,32.044,16.877,78.911,79.619,NA,64.711,58.651,NA,NA,NA,NA,NA,NA,1.34018003940582,NA,5.3,4.2,10.2,NA,NA,NA,NA,NA,4901.53790418515,NA,NA,NA,49.8021962644216,2112076,2.50488548462423,8.3,154590,NA,NA,1.9,1.3,59927702746.2843,NA,1.18823003768921,NA,NA,97.7381973266602,95.236701965332
"634","SWE",2018,NA,3.993,54.329,43.626,85.286,82.284,7.10473688546251,79.12,76.539,NA,NA,NA,1.01763999462128,1.04197001457214,1.06579005718231,1.38887000083923,NA,10.8,2.7,7.8,33.34,NA,NA,0.0331720728232057,NA,5887.64356222175,NA,NA,0.815964818000793,49.7546584140877,10175214,0.726062663192167,11.4,934541,NA,NA,2.2,1.5,551312498430.164,NA,NA,NA,NA,99.533447265625,100.451858520508
"635","SWE",2019,NA,3.291,55.541,43.397,85.368,82.882,7.07961708394365,79.169,76.66,NA,NA,NA,1.03957998752594,1.05411005020142,1.06784999370575,1.40279996395111,5.91546177237149,10.2,2.9,8.1,NA,NA,NA,2.45452408787034,NA,6228.78090535154,NA,NA,NA,49.7112156919971,10278887,1.51533066980507,11.1,927687.1875,NA,NA,2.2,1.5,532169294165.94,NA,0.815850019454956,NA,NA,98.746940612793,100.05770111084
"636","SWE",2020,NA,2.75,55.275,41.519,85.599,81.995,7.07961708394365,79.851,76.968,NA,NA,NA,1.0529899597168,1.06958997249603,1.08490002155304,1.41598999500275,NA,10.1,3,8.2,NA,NA,NA,-2.68902806842374,NA,6554.39413098044,NA,NA,0.81018739938736,49.684880371601,10353442,-2.71099580072043,10.9,947583.1875,NA,NA,2.1,1.4,545147614972.141,NA,0.712109982967377,NA,NA,99.5892105102539,99.8744735717773
"637","SWE",2021,NA,2.38,49.235,36.753,80.251,76.032,7.07961708394365,73.191,69.064,NA,NA,NA,NA,NA,NA,1.42637002468109,NA,11.1,2.8,7.8,NA,NA,NA,3.90207252496459,NA,7060.52715756443,NA,NA,NA,49.6741448432244,10415811,5.30316369991182,11,984392.0625,NA,NA,2.1,1.4,637186904843.636,0.575820922851562,0.520850002765656,3.62237095832824,NA,99.7140808105469,100.20662689209
"638","SWE",2022,NA,2.016,50.517,38.339,80.693,76.79,NA,72.476,67.792,NA,NA,NA,NA,NA,NA,1.42479002475739,NA,11.4,2.5,7.4,NA,NA,NA,NA,NA,7187.85593114409,NA,NA,NA,49.6556895563011,10486941,0.771118404155686,10,1009135.9375,NA,NA,2,1.4,579895717343.956,NA,0.574090003967285,NA,NA,99.9050598144531,99.8223266601562
"639","SYC",2018,NA,59.267,29.474,20.062,88.635,84.725,4.60310184137083,69.763,68.354,NA,NA,NA,1.05868005752563,1.06237995624542,1.06833004951477,1.66453613525199,NA,14.3,2.6,7.1,11.79,NA,NA,3.402813481846,NA,1241.9145699327,NA,NA,NA,45.586752433936,96762,3.94280692985572,17.1,7459,50.63681,49.36319,13.5,8.9,1784313926.76807,NA,NA,NA,104.63918,128.473413379074,125.476603119584
"640","SYC",2019,NA,58.615,34.555,14.152,87.726,82.192,4.60310184137083,65.958,64.364,NA,NA,NA,1.04867005348206,1.05493998527527,1.06480002403259,1.60850222441918,13.4850864126618,NA,NA,NA,NA,NA,NA,4.61339175564355,NA,1249.69776031242,NA,NA,NA,45.3952792581449,97625,4.58155113586345,16.4,7325,NA,NA,13.6,8.9,1868690096.73454,NA,1.43036997318268,NA,NA,140.858208955224,139.885496183206
"641","SYC",2020,NA,57.331,29.641,19.207,84.923,83.613,4.60310184137083,64.315,63.249,NA,NA,NA,1.04321002960205,1.06061995029449,1.08508002758026,1.6019861291691,NA,NA,NA,NA,NA,NA,NA,-10.7412844405871,NA,1626.34792454674,NA,NA,NA,45.2220033086432,98462,-12.4901374474458,15.8,7472,NA,NA,13.6,8.9,1382551751.56908,NA,3.36915993690491,NA,NA,133.499170812604,154.072398190045
"642","SYC",2021,NA,56.384,NA,NA,NA,NA,4.60310184137083,NA,NA,NA,NA,NA,1.03125,1.05606997013092,1.08906996250153,1.70806925139144,NA,NA,NA,NA,NA,NA,NA,6.60801707421075,NA,1495.63144557198,NA,NA,NA,45.0572413568803,99258,-0.254097866449726,16.8,7637,NA,NA,13.5,8.8,1487173794.80528,NA,4.73275995254517,NA,NA,167.040358744395,129.381443298969
"643","SYC",2022,NA,55.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52188295855272,NA,NA,NA,NA,NA,NA,NA,NA,NA,1561.02999545826,NA,NA,NA,44.9148356463409,119878,-6.67665692527599,13.1,8038,NA,NA,13.3,8.7,2018346588.73752,NA,1.72808661253383,NA,NA,100.905562742561,99.8702983138781
"644","TEA",2018,NA,19.8519076156523,NA,NA,NA,NA,2.05432580659514,NA,NA,NA,3.25,1.0010199546814,0.997889995574951,1.00857996940613,1.02274000644684,1.18270003795624,NA,NA,NA,NA,NA,NA,NA,3.54919581429571,NA,667.128069086676,NA,NA,NA,49.2569527040958,2074796982,5.85169029545037,12.7971568955179,141056800,47.85229,52.14771,12.6527818290033,7.95497905173353,16881313468532,NA,NA,NA,103.6033,98.3831481933594,89.6098480224609
"645","TEA",2019,NA,18.7982239441505,NA,NA,NA,NA,2.05321335268167,NA,NA,NA,3.32142857142857,1.0011899471283,0.998019993305206,1.00867998600006,1.0223400592804,1.18385004997253,8.11781997321992,NA,NA,NA,NA,NA,NA,4.0072674869005,97.4412256760604,739.732393648655,NA,NA,NA,49.2735457768742,2086281644,5.30282855795426,12.371239905824,143757888,NA,NA,12.3564694277262,7.73864486621103,17481802738366.4,1.919853449,NA,56.95116043,NA,97.450813293457,92.5917587280273
"646","TEA",2020,NA,17.2589164698469,NA,NA,NA,NA,2.03875224598561,NA,NA,NA,3.35714285714286,1.00083994865418,0.996930003166199,1.00708997249603,1.01958000659943,1.16732001304627,NA,NA,NA,NA,NA,NA,NA,-0.698560615740917,NA,802.587209744188,NA,NA,NA,49.2949521306791,2095759417,0.886859027093962,10.9671214462471,146697136,NA,NA,12.5638036399223,7.90199687813184,17783399412496.6,NA,NA,NA,NA,95.0877990722656,94.8505783081055
"647","TEA",2021,NA,16.5000748347914,NA,NA,NA,NA,2.01343176119066,NA,NA,NA,3.28571428571429,1.00100994110107,NA,NA,NA,1.15549004077911,NA,NA,NA,NA,NA,NA,NA,5.88552995296693,NA,878.132268149748,NA,NA,NA,49.3200728290608,2102350702,7.38176419277168,10.1599252338034,150046816,NA,NA,12.5217289355661,7.86266203637525,21205315189717.1,NA,NA,NA,NA,96.0197296142578,96.6534271240234
